name,pokedexNumber,image,generation,evolutionStage,evolved,familyID,crossGen,type1,type2,weather1,weather2,statTotal,atk,def,sta,legendary,aquireable,spawns,regional,raidable,hatchable,shiny,nest,new,notGettable,futureEvolve,cp40,cp39
Gabite,444,https://cdn.traction.one/pokedex/pokemon/444.png,4,2,0,,0,dragon,ground,Windy,Sunny/clear,438,172,130,136,0,0,0,0,0,0,0,0,0,0,0,1728,1703
Garchomp,445,https://cdn.traction.one/pokedex/pokemon/445.png,4,3,0,,0,dragon,ground,Windy,Sunny/clear,675,261,198,216,0,0,0,0,0,0,0,0,0,0,0,3823,3769
Munchlax,446,https://cdn.traction.one/pokedex/pokemon/446.png,4,0,0,,0,normal,,Partly cloudy,,544,137,137,270,0,0,0,0,0,0,0,0,0,0,0,1975,1947
Riolu,447,https://cdn.traction.one/pokedex/pokemon/447.png,4,1,0,,0,fighting,,Cloudy,,285,127,78,80,0,0,0,0,0,0,0,0,0,0,0,833,821
Lucario,448,https://cdn.traction.one/pokedex/pokemon/448.png,4,2,0,,0,fighting,steel,Cloudy,Snow,520,236,144,140,0,0,0,0,0,0,0,0,0,0,0,2461,2425
Hippopotas,449,https://cdn.traction.one/pokedex/pokemon/449.png,4,1,0,,0,ground,,Sunny/clear,,394,124,134,136,0,0,0,0,0,0,0,0,0,0,0,1302,1283
Hippowdon,450,https://cdn.traction.one/pokedex/pokemon/450.png,4,2,0,,0,ground,,Sunny/clear,,629,201,212,216,0,0,0,0,0,0,0,0,0,0,0,3089,3045
Skorupi,451,https://cdn.traction.one/pokedex/pokemon/451.png,4,1,0,,0,poison,bug,Cloudy,Rainy,341,93,168,80,0,0,0,0,0,0,0,0,0,0,0,889,876
Drapion,452,https://cdn.traction.one/pokedex/pokemon/452.png,4,2,0,,0,poison,dark,Cloudy,Fog,539,180,219,140,0,0,0,0,0,0,0,0,0,0,0,2319,2286
Croagunk,453,https://cdn.traction.one/pokedex/pokemon/453.png,4,1,0,,0,poison,fighting,Cloudy,,288,116,76,96,0,0,0,0,0,0,0,0,0,0,0,822,810
Toxicroak,454,https://cdn.traction.one/pokedex/pokemon/454.png,4,2,0,,0,poison,fighting,Cloudy,,510,211,133,166,0,0,0,0,0,0,0,0,0,0,0,2310,2277
Carnivine,455,https://cdn.traction.one/pokedex/pokemon/455.png,4,1,0,,0,grass,,Sunny/clear,,471,187,136,148,0,0,0,0,0,0,0,0,0,0,0,1979,1951
Finneon,456,https://cdn.traction.one/pokedex/pokemon/456.png,4,1,0,,0,water,,Rainy,,313,96,119,98,0,0,0,0,0,0,0,0,0,0,0,853,840
Lumineon,457,https://cdn.traction.one/pokedex/pokemon/457.png,4,2,0,,0,water,,Rainy,,455,142,175,138,0,0,0,0,0,0,0,0,0,0,0,1671,1648
Mantyke,458,https://cdn.traction.one/pokedex/pokemon/458.png,4,0,0,,0,water,flying,Rainy,Windy,407,105,212,90,0,0,0,0,0,0,0,0,0,0,0,1157,1140
Snover,459,https://cdn.traction.one/pokedex/pokemon/459.png,4,1,0,,0,grass,ice,Sunny/clear,Snow,345,115,110,120,0,0,0,0,0,0,0,0,0,0,0,1054,1039
Abomasnow,460,https://cdn.traction.one/pokedex/pokemon/460.png,4,2,0,,0,grass,ice,Sunny/clear,Snow,521,178,163,180,0,0,0,0,0,0,0,0,0,0,0,2245,2213
Weavile,461,https://cdn.traction.one/pokedex/pokemon/461.png,4,2,0,,0,dark,ice,Fog,Snow,565,243,182,140,0,0,0,0,0,0,0,0,0,0,0,2815,2775
Magnezone,462,https://cdn.traction.one/pokedex/pokemon/462.png,4,3,0,,0,electric,steel,Rainy,Snow,595,238,217,140,0,0,0,0,0,0,0,0,0,0,0,2996,2953
Lickilicky,463,https://cdn.traction.one/pokedex/pokemon/463.png,4,2,0,,1,normal,,Partly cloudy,,562,161,181,220,0,0,0,0,0,0,0,0,0,0,0,2359,2325
Rhyperior,464,https://cdn.traction.one/pokedex/pokemon/464.png,4,3,0,,0,ground,rock,Sunny/clear,Partly cloudy,695,241,224,230,0,0,0,0,0,0,0,0,0,0,0,3869,3813
Tangrowth,465,https://cdn.traction.one/pokedex/pokemon/465.png,4,2,0,,0,grass,,Sunny/clear,,626,207,219,200,0,0,0,0,0,0,0,0,0,0,0,3110,3065
Electivire,466,https://cdn.traction.one/pokedex/pokemon/466.png,4,2,0,,1,electric,,Rainy,,572,249,173,150,0,0,0,0,0,0,0,0,0,0,0,2904,2862
Magmortar,467,https://cdn.traction.one/pokedex/pokemon/467.png,4,2,0,62,1,fire,,Sunny/clear,,583,247,186,150,0,0,0,0,0,0,0,0,0,0,0,2980,2937
Togekiss,468,https://cdn.traction.one/pokedex/pokemon/468.png,4,2,0,,0,fairy,flying,Cloudy,Windy,622,225,227,170,0,0,0,0,0,0,0,0,0,0,0,3171,3126
Yanmega,469,https://cdn.traction.one/pokedex/pokemon/469.png,4,2,0,,0,bug,flying,Rainy,Windy,575,231,172,172,0,0,0,0,0,0,0,0,0,0,0,2873,2832
Leafeon,470,https://cdn.traction.one/pokedex/pokemon/470.png,4,2,0,,1,grass,,Sunny/clear,,600,216,254,130,0,0,0,0,0,0,0,0,0,0,0,2849,2808
Glaceon,471,https://cdn.traction.one/pokedex/pokemon/471.png,4,2,0,,1,ice,,Snow,,580,238,212,130,0,0,0,0,0,0,0,0,0,0,0,2866,2825
Gliscor,472,https://cdn.traction.one/pokedex/pokemon/472.png,4,2,0,,0,ground,flying,Sunny/clear,Windy,583,185,248,150,0,0,0,0,0,0,0,0,0,0,0,2602,2565
Mamoswine,473,https://cdn.traction.one/pokedex/pokemon/473.png,4,3,0,,0,ice,ground,Snow,Sunny/clear,624,247,157,220,0,0,0,0,0,0,0,0,0,0,0,3289,3242
Porygon-Z,474,https://cdn.traction.one/pokedex/pokemon/474.png,4,3,0,,0,normal,,Partly cloudy,,587,264,153,170,0,0,0,0,0,0,0,0,0,0,0,3072,3028
Gallade,475,https://cdn.traction.one/pokedex/pokemon/475.png,4,Evolved,0,,0,psychic,fighting,Windy,Cloudy,593,237,220,136,0,0,0,0,0,0,0,0,0,0,0,2964,2922
Probopass,476,https://cdn.traction.one/pokedex/pokemon/476.png,4,2,0,,0,rock,steel,Partly cloudy,Snow,533,135,278,120,0,0,0,0,0,0,0,0,0,0,0,1863,1836
Dusknoir,477,https://cdn.traction.one/pokedex/pokemon/477.png,4,3,0,,0,ghost,,Fog,,524,180,254,90,0,0,0,0,0,0,0,0,0,0,0,2046,2017
Froslass,478,https://cdn.traction.one/pokedex/pokemon/478.png,4,3,0,,0,ice,ghost,Snow,Fog,461,171,150,140,0,0,0,0,0,0,0,0,0,0,0,1857,1831
Rotom (Heat Rotom),479,https://cdn.traction.one/pokedex/pokemon/479.png,4,1,0,,0,electric,ghost,Rainy,Fog,444,185,159,100,0,0,0,0,0,0,0,0,0,0,0,1767,1741
Rotom (Wash Rotom),479,https://cdn.traction.one/pokedex/pokemon/479.png,4,1,0,,0,electric,ghost,Rainy,Fog,444,185,159,100,0,0,0,0,0,0,0,0,0,0,0,1767,1741
Rotom (Frost Rotom),479,https://cdn.traction.one/pokedex/pokemon/479.png,4,1,0,,0,electric,ghost,Rainy,Fog,444,185,159,100,0,0,0,0,0,0,0,0,0,0,0,1767,1741
Rotom (Fan Rotom),479,https://cdn.traction.one/pokedex/pokemon/479.png,4,1,0,,0,electric,ghost,Rainy,Fog,444,185,159,100,0,0,0,0,0,0,0,0,0,0,0,1767,1741
Rotom (Mow Rotom),479,https://cdn.traction.one/pokedex/pokemon/479.png,4,1,0,,0,electric,ghost,Rainy,Fog,444,185,159,100,0,0,0,0,0,0,0,0,0,0,0,1767,1741
Rotom (Normal Rotom),479,https://cdn.traction.one/pokedex/pokemon/479.png,4,1,0,,0,electric,ghost,Rainy,Fog,444,185,159,100,0,0,0,0,0,0,0,0,0,0,0,1767,1741
Uxie,480,https://cdn.traction.one/pokedex/pokemon/480.png,4,1,0,,0,psychic,,Windy,,576,156,270,150,1,0,0,0,0,0,0,0,0,0,0,2316,2282
Mesprit,481,https://cdn.traction.one/pokedex/pokemon/481.png,4,1,0,,0,psychic,,Windy,,584,212,212,160,1,0,0,0,0,0,0,0,0,0,0,2825,2785
Azelf,482,https://cdn.traction.one/pokedex/pokemon/482.png,4,1,0,,0,psychic,,Windy,,571,270,151,150,1,0,0,0,0,0,0,0,0,0,0,2945,2903
Dialga,483,https://cdn.traction.one/pokedex/pokemon/483.png,4,1,0,,0,steel,dragon,Snow,Windy,744,302,242,200,1,0,0,0,0,0,0,0,0,0,0,4654,4587
Palkia,484,https://cdn.traction.one/pokedex/pokemon/484.png,4,1,0,,0,water,dragon,Rainy,Windy,735,308,247,180,1,0,0,0,0,0,0,0,0,0,0,4559,4494
Heatran,485,https://cdn.traction.one/pokedex/pokemon/485.png,4,1,0,,0,fire,steel,Sunny/clear,Snow,646,251,213,182,1,0,0,0,0,0,0,0,0,0,0,3521,3470
Regigigas,486,https://cdn.traction.one/pokedex/pokemon/486.png,4,1,0,,0,normal,,Partly cloudy,,766,315,231,220,1,0,0,0,0,0,0,0,0,0,0,4955,4884
Giratina (Altered Forme),487,https://cdn.traction.one/pokedex/pokemon/487.png,4,1,0,,0,ghost,dragon,Fog,Windy,753,206,247,300,1,0,0,0,0,0,0,0,0,0,0,3965,3908
Giratina (Origin Forme),487,https://cdn.traction.one/pokedex/pokemon/487.png,4,1,0,,0,ghost,dragon,Fog,Windy,753,206,247,300,1,0,0,0,0,0,0,0,0,0,0,3965,3908
Cresselia,488,https://cdn.traction.one/pokedex/pokemon/488.png,4,1,0,,0,psychic,,Windy,,655,152,263,240,1,0,0,0,0,0,0,0,0,0,0,2777,2737
Phione,489,https://cdn.traction.one/pokedex/pokemon/489.png,4,1,0,,0,water,,Rainy,,484,162,162,160,2,0,0,0,0,0,0,0,0,0,0,1945,1917
Manaphy,490,https://cdn.traction.one/pokedex/pokemon/490.png,4,2,0,,0,water,,Rainy,,620,210,210,200,2,0,0,0,0,0,0,0,0,0,0,3090,3046
Darkrai,491,https://cdn.traction.one/pokedex/pokemon/491.png,4,1,0,,0,dark,,Fog,,623,285,198,140,1,0,0,0,0,0,0,0,0,0,0,3404,3355
Shaymin (Land Forme),492,https://cdn.traction.one/pokedex/pokemon/492.png,4,1,0,,0,grass,,Sunny/clear,,620,210,210,200,1,0,0,0,0,0,0,0,0,0,0,3090,3046
Shaymin (Sky Forme),492,https://cdn.traction.one/pokedex/pokemon/492.png,4,1,0,,0,grass,,Sunny/clear,,620,210,210,200,1,0,0,0,0,0,0,0,0,0,0,3090,3046
Arceus,493,https://cdn.traction.one/pokedex/pokemon/493.png,4,1,0,,0,normal,,Partly cloudy,,764,262,262,240,1,0,0,0,0,0,0,0,0,0,0,4598,4532
Victini,494,https://cdn.traction.one/pokedex/pokemon/494.png,5,Lower,0,,0,psychic,fire,Windy,Sunny/clear,620,210,210,200,1,0,0,0,0,0,0,0,0,0,0,3090,3046
Snivy,495,https://cdn.traction.one/pokedex/pokemon/495.png,5,,0,,0,grass,,Sunny/clear,,285,88,107,90,0,0,0,0,0,0,0,0,0,0,0,728,717
Servine,496,https://cdn.traction.one/pokedex/pokemon/496.png,5,,0,,0,grass,,Sunny/clear,,394,122,152,120,0,0,0,0,0,0,0,0,0,0,0,1284,1266
Serperior,497,https://cdn.traction.one/pokedex/pokemon/497.png,5,,0,,0,grass,,Sunny/clear,,515,161,204,150,0,0,0,0,0,0,0,0,0,0,0,2089,2059
Tepig,498,https://cdn.traction.one/pokedex/pokemon/498.png,5,,0,,0,fire,,Sunny/clear,,330,115,85,130,0,0,0,0,0,0,0,0,0,0,0,977,963
Pignite,499,https://cdn.traction.one/pokedex/pokemon/499.png,5,,0,,0,fire,fighting,Sunny/clear,Cloudy,459,173,106,180,0,0,0,0,0,0,0,0,0,0,0,1803,1777
Emboar,500,https://cdn.traction.one/pokedex/pokemon/500.png,5,Evolved,0,,0,fire,fighting,Sunny/clear,Cloudy,582,235,127,220,0,0,0,0,0,0,0,0,0,0,0,2852,2811
Oshawott,501,https://cdn.traction.one/pokedex/pokemon/501.png,5,,0,,0,water,,Rainy,,312,117,85,110,0,0,0,0,0,0,0,0,0,0,0,921,908
Dewott,502,https://cdn.traction.one/pokedex/pokemon/502.png,5,,0,,0,water,,Rainy,,425,159,116,150,0,0,0,0,0,0,0,0,0,0,0,1597,1574
Samurott,503,https://cdn.traction.one/pokedex/pokemon/503.png,5,Lower,0,,0,water,,Rainy,,566,212,164,190,0,0,0,0,0,0,0,0,0,0,0,2715,2677
Patrat,504,https://cdn.traction.one/pokedex/pokemon/504.png,5,,0,,0,normal,,Partly cloudy,,261,98,73,90,0,0,0,0,0,0,0,0,0,0,0,678,668
Watchog,505,https://cdn.traction.one/pokedex/pokemon/505.png,5,,0,,0,normal,,Partly cloudy,,424,165,139,120,0,0,0,0,0,0,0,0,0,0,0,1621,1597
Lillipup,506,https://cdn.traction.one/pokedex/pokemon/506.png,5,,0,,0,normal,,Partly cloudy,,283,107,86,90,0,0,0,0,0,0,0,0,0,0,0,784,773
Herdier,507,https://cdn.traction.one/pokedex/pokemon/507.png,5,,0,,0,normal,,Partly cloudy,,401,145,126,130,0,0,0,0,0,0,0,0,0,0,0,1428,1408
Stoutland,508,https://cdn.traction.one/pokedex/pokemon/508.png,5,Lower,0,,0,normal,,Partly cloudy,,558,206,182,170,0,0,0,0,0,0,0,0,0,0,0,2635,2597
Purrloin,509,https://cdn.traction.one/pokedex/pokemon/509.png,5,,0,,0,dark,,Fog,,253,98,73,82,0,0,0,0,0,0,0,0,0,0,0,652,642
Liepard,510,https://cdn.traction.one/pokedex/pokemon/510.png,5,,0,,0,dark,,Fog,,421,187,106,128,0,0,0,0,0,0,0,0,0,0,0,1659,1635
Pansage,511,https://cdn.traction.one/pokedex/pokemon/511.png,5,,0,,0,grass,,Sunny/clear,,298,104,94,100,0,0,0,0,0,0,0,0,0,0,0,832,820
Simisage,512,https://cdn.traction.one/pokedex/pokemon/512.png,5,,0,,0,grass,,Sunny/clear,,489,206,133,150,0,0,0,0,0,0,0,0,0,0,0,2156,2126
Pansear,513,https://cdn.traction.one/pokedex/pokemon/513.png,5,,0,,0,fire,,Sunny/clear,,298,104,94,100,0,0,0,0,0,0,0,0,0,0,0,832,820
Simisear,514,https://cdn.traction.one/pokedex/pokemon/514.png,5,,0,,0,fire,,Sunny/clear,,489,206,133,150,0,0,0,0,0,0,0,0,0,0,0,2156,2126
Panpour,515,https://cdn.traction.one/pokedex/pokemon/515.png,5,,0,,0,water,,Rainy,,298,104,94,100,0,0,0,0,0,0,0,0,0,0,0,832,820
Simipour,516,https://cdn.traction.one/pokedex/pokemon/516.png,5,,0,,0,water,,Rainy,,489,206,133,150,0,0,0,0,0,0,0,0,0,0,0,2156,2126
Munna,517,https://cdn.traction.one/pokedex/pokemon/517.png,5,,0,,0,psychic,,Windy,,360,111,97,152,0,0,0,0,0,0,0,0,0,0,0,1076,1060
Musharna,518,https://cdn.traction.one/pokedex/pokemon/518.png,5,Evolved,0,,0,psychic,,Windy,,586,183,171,232,0,0,0,0,0,0,0,0,0,0,0,2650,2612
Pidove,519,https://cdn.traction.one/pokedex/pokemon/519.png,5,,0,,0,normal,flying,Partly cloudy,Windy,287,98,89,100,0,0,0,0,0,0,0,0,0,0,0,771,760
Tranquill,520,https://cdn.traction.one/pokedex/pokemon/520.png,5,,0,,0,normal,flying,Partly cloudy,Windy,385,144,117,124,0,0,0,0,0,0,0,0,0,0,0,1345,1325
Unfezant,521,https://cdn.traction.one/pokedex/pokemon/521.png,5,Lower,0,,0,normal,flying,Partly cloudy,Windy,546,226,160,160,0,0,0,0,0,0,0,0,0,0,0,2634,2596
Blitzle,522,https://cdn.traction.one/pokedex/pokemon/522.png,5,,0,,0,electric,,Rainy,,272,118,64,90,0,0,0,0,0,0,0,0,0,0,0,756,745
Zebstrika,523,https://cdn.traction.one/pokedex/pokemon/523.png,5,,0,,0,electric,,Rainy,,497,211,136,150,0,0,0,0,0,0,0,0,0,0,0,2228,2196
Roggenrola,524,https://cdn.traction.one/pokedex/pokemon/524.png,5,,0,,0,rock,,Partly cloudy,,367,121,136,110,0,0,0,0,0,0,0,0,0,0,0,1166,1150
Boldore,525,https://cdn.traction.one/pokedex/pokemon/525.png,5,,0,,0,rock,,Partly cloudy,,487,174,173,140,0,0,0,0,0,0,0,0,0,0,0,2015,1986
Gigalith,526,https://cdn.traction.one/pokedex/pokemon/526.png,5,Lower,0,,0,rock,,Partly cloudy,,619,226,223,170,0,0,0,0,0,0,0,0,0,0,0,3158,3113
Woobat,527,https://cdn.traction.one/pokedex/pokemon/527.png,5,,0,,0,psychic,flying,Windy,,322,107,85,130,0,0,0,0,0,0,0,0,0,0,0,917,904
Swoobat,528,https://cdn.traction.one/pokedex/pokemon/528.png,5,,0,,0,psychic,flying,Windy,,414,161,119,134,0,0,0,0,0,0,0,0,0,0,0,1553,1531
Drilbur,529,https://cdn.traction.one/pokedex/pokemon/529.png,5,,0,,0,ground,,Sunny/clear,,362,154,88,120,0,0,0,0,0,0,0,0,0,0,0,1244,1226
Excadrill,530,https://cdn.traction.one/pokedex/pokemon/530.png,5,Lower,0,,0,ground,steel,Sunny/clear,Snow,607,255,132,220,0,0,0,0,0,0,0,0,0,0,0,3134,3089
Audino,531,https://cdn.traction.one/pokedex/pokemon/531.png,5,,0,,0,normal,,Partly cloudy,,483,114,163,206,0,0,0,0,0,0,0,0,0,0,0,1598,1575
Timburr,532,https://cdn.traction.one/pokedex/pokemon/532.png,5,,0,,0,fighting,,Cloudy,,381,134,97,150,0,0,0,0,0,0,0,0,0,0,0,1265,1247
Gurdurr,533,https://cdn.traction.one/pokedex/pokemon/533.png,5,,0,,0,fighting,,Cloudy,,500,180,150,170,0,0,0,0,0,0,0,0,0,0,0,2127,2097
Conkeldurr,534,https://cdn.traction.one/pokedex/pokemon/534.png,5,Evolved,0,,0,fighting,,Cloudy,,625,243,172,210,0,0,0,0,0,0,0,0,0,0,0,3305,3258
Tympole,535,https://cdn.traction.one/pokedex/pokemon/535.png,5,,0,,0,water,,Rainy,,276,98,78,100,0,0,0,0,0,0,0,0,0,0,0,729,719
Palpitoad,536,https://cdn.traction.one/pokedex/pokemon/536.png,5,,0,,0,water,ground,Rainy,Sunny/clear,387,128,109,150,0,0,0,0,0,0,0,0,0,0,0,1277,1259
Seismitoad,537,https://cdn.traction.one/pokedex/pokemon/537.png,5,Evolved,0,,0,water,ground,Rainy,Sunny/clear,548,188,150,210,0,0,0,0,0,0,0,0,0,0,0,2442,2408
Throh,538,https://cdn.traction.one/pokedex/pokemon/538.png,5,Evolved,0,,0,fighting,,Cloudy,,572,172,160,240,0,0,0,0,0,0,0,0,0,0,0,2467,2432
Sawk,539,https://cdn.traction.one/pokedex/pokemon/539.png,5,,0,,0,fighting,,Cloudy,,534,231,153,150,0,0,0,0,0,0,0,0,0,0,0,2558,2521
Sewaddle,540,https://cdn.traction.one/pokedex/pokemon/540.png,5,,0,,0,bug,grass,Rainy,Sunny/clear,315,96,129,90,0,0,0,0,0,0,0,0,0,0,0,852,840
Swadloon,541,https://cdn.traction.one/pokedex/pokemon/541.png,5,,0,,0,bug,grass,Rainy,Sunny/clear,391,115,166,110,0,0,0,0,0,0,0,0,0,0,0,1221,1203
Leavanny,542,https://cdn.traction.one/pokedex/pokemon/542.png,5,,0,,0,bug,grass,Rainy,Sunny/clear,520,205,165,150,0,0,0,0,0,0,0,0,0,0,0,2368,2334
Venipede,543,https://cdn.traction.one/pokedex/pokemon/543.png,5,,0,,0,bug,poison,Rainy,Cloudy,252,83,109,60,0,0,0,0,0,0,0,0,0,0,0,590,581
Whirlipede,544,https://cdn.traction.one/pokedex/pokemon/544.png,5,,0,,0,bug,poison,Rainy,Cloudy,362,100,182,80,0,0,0,0,0,0,0,0,0,0,0,982,968
Scolipede,545,https://cdn.traction.one/pokedex/pokemon/545.png,5,,0,,0,bug,poison,Rainy,Cloudy,509,203,186,120,0,0,0,0,0,0,0,0,0,0,0,2242,2210
Cottonee,546,https://cdn.traction.one/pokedex/pokemon/546.png,5,,0,,0,grass,fairy,Sunny/clear,Cloudy,267,71,116,80,0,0,0,0,0,0,0,0,0,0,0,599,590
Whimsicott,547,https://cdn.traction.one/pokedex/pokemon/547.png,5,,0,,0,grass,fairy,Sunny/clear,Cloudy,466,164,182,120,0,0,0,0,0,0,0,0,0,0,0,1823,1797
Petilil,548,https://cdn.traction.one/pokedex/pokemon/548.png,5,,0,,0,grass,,Sunny/clear,,300,119,91,90,0,0,0,0,0,0,0,0,0,0,0,882,870
Lilligant,549,https://cdn.traction.one/pokedex/pokemon/549.png,5,,0,,0,grass,,Sunny/clear,,509,214,155,140,0,0,0,0,0,0,0,0,0,0,0,2321,2288
Basculin,550,https://cdn.traction.one/pokedex/pokemon/550.png,5,,0,,0,water,,Rainy,,463,189,134,140,0,0,0,0,0,0,0,0,0,0,0,1936,1908
Sandile,551,https://cdn.traction.one/pokedex/pokemon/551.png,5,,0,,0,ground,dark,Sunny/clear,Fog,301,132,69,100,0,0,0,0,0,0,0,0,0,0,0,902,889
Krokorok,552,https://cdn.traction.one/pokedex/pokemon/552.png,5,,0,,0,ground,dark,Sunny/clear,Fog,365,155,90,120,0,0,0,0,0,0,0,0,0,0,0,1264,1246
Krookodile,553,https://cdn.traction.one/pokedex/pokemon/553.png,5,Evolved,0,,0,ground,dark,Sunny/clear,Fog,582,229,163,190,0,0,0,0,0,0,0,0,0,0,0,2911,2869
Darumaka,554,https://cdn.traction.one/pokedex/pokemon/554.png,5,,0,,0,fire,,Sunny/clear,,379,153,86,140,0,0,0,0,0,0,0,0,0,0,0,1312,1294
Darmanitan (Zen Mode),555,https://cdn.traction.one/pokedex/pokemon/555.png,5,Evolved,0,,0,fire,,Sunny/clear,,587,263,114,210,0,0,0,0,0,0,0,0,0,0,0,2958,2915
Darmanitan (Standard Mode),555,https://cdn.traction.one/pokedex/pokemon/555.png,5,Evolved,0,,0,fire,,Sunny/clear,,587,263,114,210,0,0,0,0,0,0,0,0,0,0,0,2958,2915
Maractus,556,https://cdn.traction.one/pokedex/pokemon/556.png,5,,0,,0,grass,,Sunny/clear,,481,201,130,150,0,0,0,0,0,0,0,0,0,0,0,2086,2056
Dwebble,557,https://cdn.traction.one/pokedex/pokemon/557.png,5,,0,,0,bug,rock,Rainy,Partly cloudy,370,118,152,100,0,0,0,0,0,0,0,0,0,0,0,1151,1134
Crustle,558,https://cdn.traction.one/pokedex/pokemon/558.png,5,Evolved,0,,0,bug,rock,Rainy,Partly cloudy,552,188,224,140,0,0,0,0,0,0,0,0,0,0,0,2440,2405
Scraggy,559,https://cdn.traction.one/pokedex/pokemon/559.png,5,,0,,0,dark,fighting,Fog,Cloudy,364,132,132,100,0,0,0,0,0,0,0,0,0,0,0,1193,1176
Scrafty,560,https://cdn.traction.one/pokedex/pokemon/560.png,5,,0,,0,dark,fighting,Fog,Cloudy,515,163,222,130,0,0,0,0,0,0,0,0,0,0,0,2060,2031
Sigilyph,561,https://cdn.traction.one/pokedex/pokemon/561.png,5,,0,,0,psychic,flying,Windy,,515,204,167,144,0,0,0,0,0,0,0,0,0,0,0,2326,2293
Yamask,562,https://cdn.traction.one/pokedex/pokemon/562.png,5,,0,,0,ghost,,Fog,,321,95,150,76,0,0,0,0,0,0,0,0,0,0,0,841,829
Cofagrigus,563,https://cdn.traction.one/pokedex/pokemon/563.png,5,,0,,0,ghost,,Fog,,534,163,255,116,0,0,0,0,0,0,0,0,0,0,0,2090,2060
Tirtouga,564,https://cdn.traction.one/pokedex/pokemon/564.png,5,,0,,0,water,rock,Rainy,Partly cloudy,414,134,172,108,0,0,0,0,0,0,0,0,0,0,0,1411,1391
Carracosta,565,https://cdn.traction.one/pokedex/pokemon/565.png,5,Evolved,0,,0,water,rock,Rainy,Partly cloudy,568,192,228,148,0,0,0,0,0,0,0,0,0,0,0,2573,2536
Archen,566,https://cdn.traction.one/pokedex/pokemon/566.png,5,,0,,0,rock,flying,Partly cloudy,Windy,412,213,89,110,0,0,0,0,0,0,0,0,0,0,0,1623,1600
Archeops,567,https://cdn.traction.one/pokedex/pokemon/567.png,5,Evolved,0,,0,rock,flying,Partly cloudy,Windy,581,292,139,150,0,0,0,0,0,0,0,0,0,0,0,3056,3012
Trubbish,568,https://cdn.traction.one/pokedex/pokemon/568.png,5,,0,,0,poison,,Cloudy,,318,96,122,100,0,0,0,0,0,0,0,0,0,0,0,870,857
Garbodor,569,https://cdn.traction.one/pokedex/pokemon/569.png,5,,0,,0,poison,,Cloudy,,505,181,164,160,0,0,0,0,0,0,0,0,0,0,0,2166,2135
Zorua,570,https://cdn.traction.one/pokedex/pokemon/570.png,5,,0,,0,dark,,Fog,,311,153,78,80,0,0,0,0,0,0,0,0,0,0,0,986,972
Zoroark,571,https://cdn.traction.one/pokedex/pokemon/571.png,5,,0,,0,dark,,Fog,,497,250,127,120,0,0,0,0,0,0,0,0,0,0,0,2291,2258
Minccino,572,https://cdn.traction.one/pokedex/pokemon/572.png,5,,0,,0,normal,,Partly cloudy,,288,98,80,110,0,0,0,0,0,0,0,0,0,0,0,769,758
Cinccino,573,https://cdn.traction.one/pokedex/pokemon/573.png,5,,0,,0,normal,,Partly cloudy,,478,198,130,150,0,0,0,0,0,0,0,0,0,0,0,2057,2028
Gothita,574,https://cdn.traction.one/pokedex/pokemon/574.png,5,,0,,0,psychic,,Windy,,306,98,118,90,0,0,0,0,0,0,0,0,0,0,0,834,822
Gothorita,575,https://cdn.traction.one/pokedex/pokemon/575.png,5,,0,,0,psychic,,Windy,,416,137,159,120,0,0,0,0,0,0,0,0,0,0,0,1455,1434
Gothitelle,576,https://cdn.traction.one/pokedex/pokemon/576.png,5,,0,,0,psychic,,Windy,,528,176,212,140,0,0,0,0,0,0,0,0,0,0,0,2237,2205
Solosis,577,https://cdn.traction.one/pokedex/pokemon/577.png,5,,0,,0,psychic,,Windy,,347,170,87,90,0,0,0,0,0,0,0,0,0,0,0,1195,1178
Duosion,578,https://cdn.traction.one/pokedex/pokemon/578.png,5,,0,,0,psychic,,Windy,,445,208,107,130,0,0,0,0,0,0,0,0,0,0,0,1852,1826
Reuniclus,579,https://cdn.traction.one/pokedex/pokemon/579.png,5,Evolved,0,,0,psychic,,Windy,,587,214,153,220,0,0,0,0,0,0,0,0,0,0,0,2841,2801
Ducklett,580,https://cdn.traction.one/pokedex/pokemon/580.png,5,,0,,0,water,flying,Rainy,Windy,304,84,96,124,0,0,0,0,0,0,0,0,0,0,0,768,757
Swanna,581,https://cdn.traction.one/pokedex/pokemon/581.png,5,,0,,0,water,flying,Rainy,Windy,464,182,132,150,0,0,0,0,0,0,0,0,0,0,0,1916,1888
Vanillite,582,https://cdn.traction.one/pokedex/pokemon/582.png,5,,0,,0,ice,,Snow,,301,118,111,72,0,0,0,0,0,0,0,0,0,0,0,869,857
Vanillish,583,https://cdn.traction.one/pokedex/pokemon/583.png,5,,0,,0,ice,,Snow,,396,151,143,102,0,0,0,0,0,0,0,0,0,0,0,1409,1389
Vanilluxe,584,https://cdn.traction.one/pokedex/pokemon/584.png,5,Evolved,0,,0,ice,,Snow,,550,218,190,142,0,0,0,0,0,0,0,0,0,0,0,2610,2573
Deerling,585,https://cdn.traction.one/pokedex/pokemon/585.png,5,,0,,0,normal,grass,Partly cloudy,Sunny/clear,335,115,100,120,0,0,0,0,0,0,0,0,0,0,0,1011,997
Sawsbuck,586,https://cdn.traction.one/pokedex/pokemon/586.png,5,,0,,0,normal,grass,Partly cloudy,Sunny/clear,504,198,146,160,0,0,0,0,0,0,0,0,0,0,0,2233,2201
